,text,label
46,Come se nulla fosse.,8
169,In La fine di qualcosa.,8
320,Si deve far festa.,8
332,Si trova lungo l'U.,8
157,Il suo simbolo è da.,8
260,Non ha una spalla.,8
27,Aveva due figli.,8
86,È il più birbante.,8
100,Era professore all',8
299,Quarta nel girone.,8
223,Ma almeno è qualcosa.,8
243,""", nato nel 1979.",8
347,Una chiusa sul Loir.,8
186,La base era presso l',8
122,Gli stati membri dell',8
253,Nel solo periodo (,8
173,In programma 8 eventi.,8
1,A fine anno passa all',8
280,Per dettagli vedi qui.,8
244,Negli sci da discesa (,8
105,"Esso fa parte, con l'",8
104,Era un'ala rapida.,8
70,; dopo la fine dell',8
326,Si ritirò nel 1923.,8
297,Può darsi che sia così.,8
11,Altre rivali sono l',8
129,Ha un piede deforme.,8
117,Giardini di un viaggio.,8
148,Il prodotto non ha un',8
