,text,label
92,» en dicho país.,7
305,Uruguay lo fue en 1902.,7
168,Llovió muy fuerte.,7
129,Finalmente se reúnen.,7
256,Siempre con aspiración.,7
163,La República Argentina.,7
164,La tierra gris.,7
45,Cuenta con 6 Municipios.,7
179,"""mejor evidencia""",7
257,Siendo en total 4 jefes.,7
255,Semana del Libro.,7
31,C: el propio cuerpo.,7
254,Seguridad vial.,7
126,Excelente para parqué.,7
58,Dicho gol fue de cabeza.,7
51,De regreso a la fuente.,7
299,Universidad de París.,7
60,"""¿Dónde está mi país?""",7
134,Fue juez de distrito.,7
280,Tiene licencia BSD.,7
228,Pintó durante 65 años.,7
194,No es una buena señal».,7
112,Eso es lo que es».,7
15,Anuncios públicos.,7
195,No hay ninguna duda.,7
186,Muchos grupos de Hello!,7
293,Tuvieron siete niños.,7
117,Éste es mi hogar.,7
69,El equipo Albo ganó 2-1.,7
178,Mejor en: Circuito.,7
127,Exige una respuesta.,7
230,"Por ejemplo, el más “",7
251,Río Suárez en Santander.,7
302,Uno de los jugadores no-,7
8,Alianza Editorial (,7
41,Contrato de 3 meses.,7
10,"Alianza Editorial, 2007.",7
229,Podría y no podría.,7
122,Es una raíz doble.,7
5,A la siguiente semana (,7
75,"""Él no come tortilla.""",7
248,"""Recuerdo Que Soy Mujer""",7
89,» emitida ese mismo año.,7
35,Comisión directiva 2021-,7
278,Tiene 3000m de altura.,7
323,Yo sería este niño.',7
291,Trabajo Social.,7
261,Sky quiere ser escritor.,7
207,No tuvo hijos con ella.,7
12,Allí promocionó como «,7
157,La canción contó con «,7
206,No saben quién es.,7
304,Un verdadero secreto?,7
325,Y sin esperar a los mil.,7
267,Su felicidad es total.,7
143,Historia de Antioquia.,7
155,Kovalainen fue quinto.,7
167,Libro primero (,7
162,"La que se conoce como """,7
76,El país fue anexionado.,7
326,"Y vaya lo que encontró"".",7
192,No deben estar húmedas.,7
263,Sólo un centenar aceptó.,7
236,Primera Edición 1993.,7
132,FRM envió el Chevy No.,7
118,Este lugar es erróneo.,7
235,""", por su anulación.",7
321,Yo necesito amor.,7
317,Ya terminó todo”.,7
220,Pelé con Brasil en 1960.,7
79,Él puede ser muy tonto.,7
170,"Lo prueba, y le gusta.",7
95,En la pasada temporada (,7
111,Eso es fastidioso.,7
258,Sin espinas o casi.,7
68,El cuerpo es alargado.,7
19,Así concluyó el partido.,7
232,"Por ella se llega a la """,7
74,El Museo del Barrio.,7
268,Su madre es Pilar Luque.,7
116,Es técnico de sonido.,7
140,Heinze se negó.,7
32,"""Centro Santa Fe Av.",7
231,"Por ejemplo, «Op.",7
86,El taxi cuesta 37 €.,7
286,"Toda nuestra vida"".",7
20,Así salió el nombre.,7
