,text,label
329,"                    throw new IOException(""DBFolder.expunge() Message count of "" + String.valueOf(aPositions.length) + "" at MBOX file "" + oFile.getName() + "" does not match message count at database index of "" + String.valueOf(iMsgCount));",4
295,"                content.write(data, 0, numberread);",4
191,            source = new FileInputStream(source_file);,4
315,            stmtLimpezaInicialDestino = conDestino.createStatement();,4
79,        InputStream in = new BufferedInputStream(new FileInputStream(src));,4
265,"        MessageDigest m = MessageDigest.getInstance(""MD5"");",4
250,            urlConnection.connect();,4
21,"            htmlPanel.setDocument(xsltDocument, rendererContext);",4
129,                    int contagemDasInsercoes = stmtDestino.executeUpdate();,4
182,                ftp.changeWorkingDirectory(remotedir);,4
10,                registro = planilhaValorDeMercado.getRow(iLinha);,4
7,                            preStat.close();,4
49,"            boolean inflate = hasPixelData && ds.getInt(Tags.BitsAllocated, 0) == 12;",4
160,            boolean hasPixelData = p.getReadTag() == Tags.PixelData;,4
270,                Object[] objs = responseFormat.parse(response);,4
217,"                builder.insert(0, '0');",4
52,        liveFTPServer = liveFTPServer.trim();,4
4,"        connection.setRequestProperty(""Accept"", ""application/json"");",4
16,            statement.executeUpdate(query);,4
40,            BufferedReader bin = new BufferedReader(new InputStreamReader(in));,4
154,            dos.write(toByte(twoHyphens + boundary + lineEnd));,4
136,        Dataset ds = fact.newDataset();,4
215,    public int run(@NotNull final List<String> args) throws Exception {,4
320,        final byte[] bytes = messageDigest.digest();,4
246,"        httpclient.getParams().setParameter(CoreProtocolPNames.PROTOCOL_VERSION, HttpVersion.HTTP_1_1);",4
207,                    } finally {,4
149,                    byte[] hash = new byte[FIXED_HASH_SIZE];,4
228,            } catch (Exception e) {,4
291,                        if (fin != null) fin.close();,4
229,                    out.write((byte) (pxlen >> 8));,4
201,        StringBuilder out = new StringBuilder();,4
39,            } catch (IOException ioe) {,4
65,"                File file = new File(dir, fileName);",4
216,"        url = ""http://www.uni.pt/img/home-direito.gif"";",4
38,"            dos.write(toByte(""Content-Type: application/octet-stream"" + lineEnd));",4
188,                } catch (IOException e) {,4
242,"        if ("".tokens"".equals(realFile.getName()) || "".response"".equals(realFile.getName()) || "".request"".equals(realFile.getName()) || isAllowedClient) {",4
53,                    float sumY2Pearson = 0;,4
299,                        out.write(b3 >> 4);,4
14,"            dir = new File(System.getProperty(""user.dir"") + ""/war"");",4
282,"            if (name.endsWith("".rli.xml"")) {",4
123,"                ds.writeFile(out, encodeParam());",4
111,"                    final PopupWindow popup2 = new PopupWindowTest(layout2, 100, 100);",4
311,                        out.write(b3 >> 4);,4
97,"                ds.putCS(Tags.PhotometricInterpretation, ""MONOCHROME2"");",4
284,"                            stmtDestino.setBigDecimalAtName(""QUATOT"", vQUATOT);",4
186,            URLConnection conn = (new URL(url)).openConnection();,4
128,                destination.flush();,4
249,"        File source_file = new File(spoolPath + ""/"" + filename);",4
1,                                        },4
323,                BufferedReader bufferedReader = new BufferedReader(new InputStreamReader(huc.getInputStream()));,4
220,                oReplaced = new String(cBuffer);,4
230,            ftp.connect((String) servers.get(0));,4
327,"        throw new IOException(""operation time out"");",4
225,            URL url = l.getResourceURL();,4
54,                    OutputStream out = new FileOutputStream(file);,4
76,"        String uri = constructFileUrlString(page, true);",4
234,"                                            throw new SnifflibDatatypeException(""Problem constructing "" + construct.getDeclaringClass() + ""at row "" + currentRow + "" column "" + currentColumn + ""."", err);",4
248,                    out.newLine();,4
251,"            logger.info(""Connected to "" + host + ""."");",4
68,                    } finally {,4
144,"                if (running_as_applet) url = new URL(getCodeBase(), m3u); else url = new URL(m3u);",4
272,    public long getLastModified() {,4
59,"            int nread = filereader.read(buf, 0, 4096);",4
24,            FileInputStream fis = new FileInputStream(fileName);,4
8,"                    while (istream.read(bytes, 0, fileLength) != -1) ostream.write(bytes, 0, fileLength);",4
5,                        currID = 0;,4
185,            } catch (FileNotFoundException fe) {,4
197,        tmfactory.init(keystore);,4
44,"        challengeAction = new ChallengeAction(""MD5"");",4
278,                        Bitmap bitmap = BitmapFactory.decodeStream(is);,4
106,            conn.setDoOutput(true);,4
148,        urlConn.setDefaultUseCaches(false);,4
263,                        pwin.dispose();,4
316,"                if ((action.equals(""Delete"")) && (object.equals(""Templates""))) {",4
168,"                            BigDecimal vPREULT = obterBigDecimal(registro.substring(108, 121).trim(), 13, 2);",4
254,"                errors.add(""general"", new ActionMessage(ExceptionCode.ERROR_MESSAGES_PREFIX + ""mail.send"", ""The form is null""));",4
306,            logger.error(e.getMessage());,4
309,            final int ANO_INICIAL = Integer.parseInt(planilhaValorDeMercado.getRow(QUANTIDADE_DE_REGISTROS_DE_METADADOS).getCell(COLUNA_ANO).getStringCellValue());,4
298,"            pageContext.setAttribute(""validLogin"", new Boolean(false));",4
70,                destination.close();,4
307,        conn = (HttpURLConnection) url.openConnection();,4
98,            List<NameValuePair> nameValuePairs = new ArrayList<NameValuePair>(2);,4
319,"    protected static boolean copyFile(File src, File dest) {",4
174,                double percentualCompleto = (double) quantidadeDeRegistrosImportados / quantidadeDeRegistrosEstimada * 100;,4
127,                        preStat.executeUpdate();,4
292,"            System.out.println(""Ejecutando: "" + sql);",4
50,                DataOutputStream dos = new DataOutputStream(new BufferedOutputStream(new FileOutputStream(f)));,4
235,"            final MessageDigest hash = MessageDigest.getInstance(""SHA1"");",4
155,                            if (readingScientificNotation) {,4
13,"        ontologia[1] = ""http://www.w3.org/2001/sw/WebOnt/guide-src/wine#"";",4
226,        byte[] sha1hash = new byte[40];,4
34,        String[] command = new String[args.length + 3];,4
276,            final Calendar DATA_INICIAL = Calendar.getInstance();,4
245,            stmt.executeUpdate(sql);,4
35,"            _LOG.severe(""CANNOT_LOAD_TYPE_PROPERTIES"", e);",4
221,                    fos.flush();,4
302,                if (reader != null && reader.getTerminationException() != null) {,4
114,            throw new InvalidActionException(e.getMessage());,4
303,                                },4
36,        } catch (Exception ex) {,4
116,        parseStateStack.push(new ParseState(mNamespace));,4
223,        final FileOutputStream fileOutputStream = new FileOutputStream(new File(helloWorldPath));,4
192,        DcmParser p = pfact.newDcmParser(in);,4
32,"        String sujeto = """", verbo = """", CD = """", CI = """", fraseOrigen = """";",4
31,        } catch (Exception e) {,4
69,"            nameValuePairs.add(new BasicNameValuePair(""m"", ""move_tag""));",4
71,"            ACSTokenProvider tp = new ACSTokenProvider(httpWebProxyServer_, httpWebProxyPort_, this.credentials);",4
43,                URL url = new URL(sb.toString());,4
271,"            login = (String) user.workingPubConfigElementsHash.get(""TESTFTPLOGIN"");",4
288,"    private URLConnection openConnection(URL url) throws MalformedURLException, IOException {",4
96,                for (int i = is.read(buffer); i > 0; i = is.read(buffer)) {,4
95,        } catch (Exception ex) {,4
204,"                    stmtDestino.setDateAtName(""DATA"", vUltimoDiaDoAno);",4
18,                user.resetSourceURL();,4
137,"        assertEquals(""Hello World"", new String(content, ""UTF-8""));",4
81,            host = url.getHost();,4
264,        BufferedInputStream bStream = null;,4
256,"                statement = connect.prepareStatement(""INSERT INTO toepen.users "" + ""(username, password, name, ctime) "" + ""VALUES (?, ?, ?, ?)"");",4
140,        urlConn.setDoInput(true);,4
165,            } catch (IOException ioe) {,4
304,"                    int b2, b3;",4
99,            e.printStackTrace();,4
259,                return b.toString();,4
261,            BufferedOutputStream bos = null;,4
301,                                    if (sujeto.length() > 0 & verbo.length() > 0 & CD.length() > 0) {,4
78,    public String getMd5CodeOf16(String str) {,4
214,            FileChannel dest = new FileOutputStream(toFile).getChannel();,4
150,                } catch (IOException ignore) {,4
82,"            l = l + ""?"" + params;",4
224,"                    if ((thisFile.isDirectory()) && (!name.startsWith(""."")) && (!name.endsWith("".""))) {",4
325,"            String msg = timeSlotTracker.getString(""datasource.xml.copyFile.copied"", arg);",4
167,"    public static String rename_tag(String sessionid, String originalTag, String newTagName) {",4
211,"    public void putDataFiles(String server, String username, String password, String folder, String destinationFolder) {",4
146,        } catch (Exception e) {,4
104,                if (rs != null) {,4
305,"            String sql = ""TRUNCATE TABLE TMP_TB_VALOR_MERCADO_BOLSA"";",4
310,"            throw new javax.mail.FolderClosedException(this, ""Folder is not open is READ_WRITE mode"");",4
189,"            MessageDigest md5 = MessageDigest.getInstance(""MD5"");",4
15,"                    System.out.println(""\n"" + src + "": mismatch pixel data length!"" + "" => do not convert"");",4
283,                if (i < 0) i += 256;,4
266,    public FastCollection<String> load(Link link) {,4
321,        ObjectOutputStream outstream = null;,4
281,                    if (root.exists(path)) {,4
183,                RecentlyOpenedFilesManager rofm = RecentlyOpenedFilesManager.getInstance();,4
231,"            if (object.equals(""Templates"")) {",4
142,            exception.printStackTrace();,4
227,"            IOUtils.copy(in, out);",4
269,                final InputStream in = con.getInputStream();,4
257,                        FileInputStream infile = new FileInputStream(sourceFile);,4
55,        } else if (item.getType() == Type.BASE64_BINARY || item.getType() == Type.HEX_BINARY) {,4
117,                } catch (ClientProtocolException e) {,4
268,"    public void dorequest(Map<String, String> ps, String method) throws IOException {",4
62,                    connection.setConnectTimeout(CONNECT_TIMEOUT);,4
37,                    monitor.done();,4
132,        FileOutputStream fileOut = null;,4
163,                URL url = new URL(urlString);,4
202,"    public void createMessageBuffer(String messageBufferName, MessageBufferPolicy messageBufferPolicyObj) throws AppFabricException {",4
200,            md.update(command.getBytes());,4
274,        } catch (IOException ex) {,4
42,            } catch (MalformedURLException e) {,4
253,            FormData data = new FormData();,4
222,        FileChannel out = fos.getChannel();,4
205,"            logger.debug(""changing dir to "" + folder);",4
280,                HTTPUtil.consume(response.getEntity());,4
152,            throw new FileNotFoundException(e.getMessage());,4
29,"                log.error(""Only "" + operationFileNames.length + "" files found in directory "" + directory.getAbsolutePath());",4
45,"                    Logger.getLogger(JSBridge.class.getName()).log(Level.WARNING, ""Could not load '"" + path + ""'."", e);",4
46,            byte[] digest = md.digest();,4
138,                    if ((intersectSet.size() == 0) || (intersectSet == null)) {,4
134,                reader.readLine();,4
169,        int returnVal = chooser.showOpenDialog(null);,4
180,        BufferedReader in = new BufferedReader(new FileReader(file));,4
115,            FileOutputStream out = new FileOutputStream(combined);,4
20,                String inputLine;,4
120,                oFileRead.close();,4
286,"                    fs.write(buffer, 0, byteread);",4
0,"        File metaDataFile = new File(modelFile, ConstantParameters.FILENAMEOFModelMetaData);",4
11,                    InputStream in = zipFile.getInputStream(ze);,4
28,"                        System.out.println(""Creating new file \"""" + f.getAbsolutePath() + ""\"""");",4
212,"                        if (ontologiaOrigen.equals(""FOOD"")) {",4
181,                String tempParentFolderName = folder;,4
233,                timeSlotTracker.errorLog(expMsg);,4
73,            data = new FormData();,4
6,                URLConnection urlConn = urlObj.openConnection();,4
203,"            HtmlRendererContext rendererContext = new CobraConfig.LocalHtmlRendererContext(htmlPanel, ucontext);",4
56,        boolean bandera = false;,4
80,        String messageBufferPolicy = messageBufferPolicyObj.getMessageBufferPolicy();,4
100,                    buf.putFloat(pearsonCorr);,4
63,"                out.print(""ja|en"");",4
232,        } catch (java.io.IOException exc) {,4
241,        } catch (SAXException exc) {,4
139,        List idList = new LinkedList();,4
290,"                if (!ftp.login(userid, password)) {",4
244,"        if (doAuth(request, response)) {",4
101,"            MessageDigest md = MessageDigest.getInstance(""MD5"");",4
105,            if (!FTPReply.isPositiveCompletion(ftp.getReplyCode())) {,4
258,"                result = result.replaceAll(""<b>"", """");",4
90,                            File outf = new File(entry.getName());,4
17,                    BufferedInputStream is = new BufferedInputStream(zipFile.getInputStream(entry));,4
126,            } catch (IOException e) {,4
3,            URL url = new URL(URL);,4
92,                    buf.putFloat(sumX2);,4
22,                String cdl = ubr.readLine();,4
162,                if (URIUtil.isFileURI(uri)) {,4
199,"            String name = ds.DSVersionID + "".xml"";",4
72,        InputStream input = source.openStream();,4
118,                                    this.types.add(String.class);,4
193,                                    first = false;,4
60,        HttpURLConnection huc = (HttpURLConnection) (url.openConnection());,4
58,"            ftpClient.connect(host, port);",4
102,        PreparedStatement oUpdt = null;,4
171,"            dstChannel.transferFrom(srcChannel, 0, srcChannel.size());",4
113,                    HttpResponse response = mHttpClient.execute(httpGet);,4
195,                                System.out.println(resource.getSpec());,4
159,            if (localFile == null) {,4
125,"            MessageDigest messageDigest = MessageDigest.getInstance(""MD5"");",4
30,    private InputStream getManifestAsResource() {,4
26,            reader.setContentHandler(mParser);,4
33,"            throw new AuthenticationFailedException(""Unable to create login key using MD5 Message Digest"", ex);",4
170,"            throw new MessagingException(sqle.getMessage(), sqle);",4
194,                    ModuleDefinition definition = new ModuleDefinition();,4
77,"            File f = new File(d, entries[i]);",4
27,"            throw new AppFabricException(""MessageBufferPolicy can not be null"");",4
110,        stmt = con.createStatement();,4
87,            URL url = new URL(gatewayURL);,4
173,        } catch (IOException e) {,4
255,            return responseString;,4
330,"                            String vCODISI = registro.substring(230, 242).trim();",4
124,                InputStream is = url.openStream();,4
61,"        fc = new FileOutputStream(""data2.txt"").getChannel();",4
296,            dis = new BufferedReader(new InputStreamReader(urlConn.getInputStream()));,4
12,"            URL url = new URL(""http://translate.google.com/translate_t"");",4
