,text,label
143,Figur begleitet.,6
139,Es wird dunkel im Haus.,6
118,Er ist 440 km lang.,6
253,Regierung anerkannt.,6
215,Mit Sylvi Salonen eng.,6
97,Dokument bei wikimedia.,6
121,Er regierte bis 2009.,6
294,Stand 17. Oktober 2017.,6
25,Auf der Straße Deinze–,6
72,“ des Feldes verwiesen.,6
85,Die Kunst des Krieges.,6
19,Artikel bei FIDE.,6
7,Aktionen zu verstehen.,6
228,Nimm dich in acht!,6
190,“ klar abzugrenzen ist.,6
165,"""Ich heiße uns hoffen"".",6
275,Sie ist ein Chemiefan.,6
218,Modelle benutzt.,6
59,Das Schauspiel beginnt.,6
324,Vorfahren siehe oben.,6
188,Katalog und Einführung.,6
15,Angriffen gewesen ist.,6
155,Glane genannt wird.,6
74,Die Art ist ungiftig.,6
134,Es hat 2.022 Einwohner.,6
131,Es folgten weitere.,6
113,Er eröffnet mit „,6
333,Wenig später starb er.,6
38,Bewegung im Zarenreich.,6
193,Köln gefördert.,6
109,Endlich hinter Gittern.,6
63,Das Tor zum Süden.,6
334,"“, wie es damals die „",6
234,Organisation hinzu.,6
248,Preis er 1999 erhielt.,6
311,The Newz ist das 21.,6
326,Während eines TV-,6
22,Auch online verfügbar.,6
212,Mit dem Zug durch …,6
128,Er wohnt in Bonn.,6
226,“ nie ganz auf.,6
169,In einem 10x50-,6
161,Helen bleibt zurück.,6
32,Autoren bezeichnet.,6
266,Sein Video zum Track „,6
260,Schon 1796 starb David.,6
112,Er absolvierte das „T.,6
84,Die Krone ist rundlich.,6
202,Leistung im Heck.,6
250,Quiz des Menschen (,6
34,Baccara) als Download.,6
207,Medikamente führen.,6
103,“ ebenfalls verwendet.,6
159,Hauptstadt geliefert.,6
145,Fragen und Vorschläge.,6
235,"Orte, Bilder, Lektüren.",6
276,Sie ist nicht selten.,6
166,Ich nehme wieder ab.,6
69,Der neue Flughafen (,6
47,Daraufhin starb sie.,6
147,Frauen ausgewählt.,6
172,In: Kultur und Heimat.,6
251,Radio 3 ausgewählt.,6
203,Lisa reimt nicht mehr.,6
152,“ geprägt hatte.,6
17,Architektur im Auftrag.,6
61,Das sind ca. 6–7 cm.,6
33,"Autoren, München.",6
78,Die Eröffnung war 1995.,6
315,Turm) nichts zu tun.,6
194,"Köln, Köln 1996.",6
261,Schutz gewährt wurde.,6
81,Die Gemeinde Ólafsvík (,6
71,Der sich selbst als „,6
98,Dort heißt es Hvítserr.,6
163,Himmetli ist ein Dorf (,6
137,Es war damals leichter!,6
331,Waters' diese Funktion.,6
238,Palettino hält Einzug.,6
320,“ verschoben werden.,6
312,Ton gehalten sind.,6
191,Klasse geehrt wurde.,6
108,Ende 2011 soll eine US-,6
196,Kontakt zum Verlag.,6
267,Sie arbeitet hier.,6
102,Durch eine Unterwasser-,6
136,Es ist zu spät.,6
279,Sie misst 406 × 545 mm.,6
138,Es wird aber von Nicht-,6
96,Die zwölf Artikel.,6
255,Rezepte für jede Woche.,6
26,Auf drei Konferenzen –,6
304,Team wechselte.,6
1,Ab 1891 war er Pastor-,6
177,In Treue zur Heimat.,6
259,Schloss Berg genutzt.,6
151,Gegen Ende des Romans „,6
263,Sein Chef Skřivánek (,6
289,Sportler zugelassen.,6
318,Umgebung spielt.,6
183,Jan gelingt die Flucht.,6
162,Hierunter fallen etwa „,6
119,Erotik im alten China.,6
123,Er starb 1965 in Wien.,6
141,Europäische Union.,6
344,"Zu ""Wort"" Seite 22–28.",6
